Name,Alekhine Defense,Amar Opening,Amazon Attack,Anderssen's Opening,Australian Defense,Barnes Defense,Barnes Opening,Benko Gambit,Benko Gambit Accepted,Benko Gambit Declined,Benoni Defense,Bird Opening,Bishop's Opening,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit Accepted,Blackmar-Diemer Gambit Declined,Blumenfeld Countergambit,Blumenfeld Countergambit Accepted,Bogo-Indian Defense,Borg Defense,Canard Opening,Caro-Kann Defense,Carr Defense,Catalan Opening,Center Game,Clemenz Opening,Colle System,Czech Defense,Danish Gambit,Danish Gambit Accepted,Danish Gambit Declined,Duras Gambit,Dutch Defense,East Indian Defense,Elephant Gambit,English Defense,English Opening,English Orangutan,Englund Gambit,Englund Gambit Declined,Four Knights Game,French Defense,Grob Opening,Grünfeld Defense,Gunderam Defense,Horwitz Defense,Hungarian Opening,Indian Defense,Italian Game,Kangaroo Defense,King's Gambit,King's Gambit Accepted,King's Gambit Declined,King's Indian Attack,King's Indian Defense,King's Knight Opening,King's Pawn Game,Kádas Opening,Lasker Simul Special,Latvian Gambit,Latvian Gambit Accepted,Lion Defense,London System,Marienbad System,Mexican Defense,Mieses Opening,Mikenas Defense,Modern Defense,Montevideo Defense,Neo-Grünfeld Defense,Nimzo-Indian Defense,Nimzo-Larsen Attack,Nimzowitsch Defense,Old Indian Defense,Owen Defense,Paleface Attack,Petrov's Defense,Philidor Defense,Pirc Defense,Polish Defense,Polish Opening,Ponziani Opening,Portuguese Opening,Pseudo Queen's Indian Defense,Pterodactyl Defense,Queen's Gambit,Queen's Gambit Accepted,Queen's Gambit Declined,Queen's Indian Accelerated,Queen's Indian Defense,Queen's Pawn Game,"Queen's Pawn, Mengarini Attack",Rapport-Jobava System,"Rapport-Jobava System, with e6",Rat Defense,Richter-Veresov Attack,Robatsch Defense,Rubinstein Opening,Ruy Lopez,Réti Opening,Saragossa Opening,Scandinavian Defense,Scotch Game,Semi-Slav Defense,Semi-Slav Defense Accepted,Sicilian Defense,Slav Defense,Slav Indian,Sodium Attack,St. George Defense,Tarrasch Defense,Three Knights Opening,Torre Attack,Trompowsky Attack,Valencia Opening,Van Geet Opening,Van't Kruijs Opening,"Vienna Gambit, with Max Lange Defense",Vienna Game,Vulture Defense,Wade Defense,Ware Defense,Ware Opening,Yusupov-Rubinstein System,Zukertort Opening
"Larsen, Bent",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,4.3,3.0599999999999996,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.13,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.29,0.0,0.0,20.98,0.0,0.0,0.0,0.1,2.41,0.1,0.88,0.0,0.0,6.390000000000001,1.36,0.77,0.0,0.0,0.0,0.2,4.01,10.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.1,0.0,0.0,1.54,0.0,0.59,2.43,3.54,0.0,0.1,0.0,0.0,0.2,0.1,0.9600000000000001,0.0,0.58,0.0,0.0,0.38,0.0,0.0,0.49,5.31,0.0,1.17,0.48,0.0,0.0,0.0,0.29,0.19,0.0,0.0,0.5900000000000001,1.07,0.0,0.0,0.1,1.43,0.0,11.0,0.9600000000000001,0.0,0.0,0.0,1.44,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.19,0.0,0.0,0.0,2.68
"Georgiev, Kiril",0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.46,1.45,0.0,0.18,0.0,0.0,0.0,0.0,0.18,2.92,0.0,0.0,1.08,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.46,0.0,0.37,10.1,0.0,0.0,0.0,0.09,1.9,0.0,2.2600000000000002,0.0,0.37,0.18,2.65,0.09,0.27,0.0,0.0,0.0,0.9,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.36,0.0,2.09,7.92,0.0,0.09,0.27,0.0,0.0,0.54,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,7.8,0.0,4.83,1.73,0.0,0.0,0.0,0.09,0.0,0.0,0.0,3.51,0.09,0.0,0.18,0.0,5.27,0.0,7.53,8.49,0.09,0.0,0.0,0.44999999999999996,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.9
"Dreev, Aleksey",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.95,0.18,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.57,0.0,0.28,0.0,0.0,0.0,0.0,0.09,0.27,0.0,8.11,0.0,0.09,0.0,3.2,0.18,0.47,0.0,0.0,0.0,0.0,9.25,0.0,0.09,0.0,0.0,0.0,0.0,0.75,0.76,0.0,0.0,0.0,0.0,0.8500000000000001,0.0,1.13,14.25,0.0,0.0,0.38,0.0,0.0,0.0,0.46,0.76,0.0,0.0,0.19,0.0,0.0,0.0,0.0,6.22,14.02,0.0,8.71,2.26,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.75,9.71,0.19,0.0,0.0,0.65,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0
"Karpov, Anatoly",1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.63,0.09,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,3.23,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.27,8.86,0.0,0.0,0.0,0.0,3.32,0.0,4.12,0.0,0.18,0.0,1.35,0.27,0.09,0.0,0.0,0.0,0.0,7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.54,0.0,0.98,3.13,0.0,0.09,0.27,0.09,0.0,1.16,0.18,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9499999999999997,9.49,0.0,9.12,0.54,0.0,0.0,0.0,0.09,0.09,0.0,0.0,7.62,0.0,0.0,0.44999999999999996,0.0,5.11,0.0,14.5,3.32,0.0,0.0,0.09,1.07,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
"Jansa, Vlastimil",1.4500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,11.34,0.0,0.2,0.0,0.0,0.67,0.1,0.2,0.0,0.0,0.0,0.0,2.61,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.2,0.1,0.5700000000000001,0.1,0.19,0.0,1.56,0.87,2.23,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.19,0.0,0.0,0.0,0.1,0.0,0.0,0.0,18.25,0.29000000000000004,0.0,0.6900000000000001,0.0,0.0,0.0,43.33,0.30000000000000004,0.0,0.0,0.0,0.30000000000000004,0.0,0.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8699999999999999
"Navara, David",0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,3.7,0.0,0.7000000000000001,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6000000000000001,0.1,0.0,0.2,8.5,0.0,0.0,0.0,0.2,5.3,0.0,1.4000000000000001,0.0,0.0,0.0,1.0,2.6,0.0,0.0,0.1,0.0,0.8,5.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.9,5.0,0.1,0.1,0.2,0.0,0.0,2.6,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,0.2,3.3000000000000003,0.39999999999999997,0.0,0.1,0.0,0.0,0.0,0.0,0.0,11.8,0.1,0.0,0.5,0.9,3.6,0.0,19.4,3.4,0.3,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
"Tiviakov, Sergei",1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.299999999999999,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,12.510000000000002,0.0,0.0,0.0,0.0,0.0,0.0,9.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,2.52,0.87,1.5499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.97,0.0,0.0,0.99,1.16,0.0,0.0,41.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andersson, Ulf",0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.76,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,36.410000000000004,0.0,0.0,0.0,0.21,0.64,0.0,0.22,0.0,0.0,0.33,3.27,0.31999999999999995,0.0,0.0,0.0,0.0,3.51,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.11,0.0,0.0,0.0,0.64,0.0,1.27,0.0,1.27,0.11,0.22,0.0,0.0,0.0,0.22,2.66,0.0,0.0,0.0,0.0,0.0,0.11,0.0,2.98,4.8,0.0,5.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.75,0.0,0.0,0.0,0.95,0.0,6.41,4.14,0.0,0.0,0.0,0.75,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,5.3999999999999995
"Aronian, Levon",0.41000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.13,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,2.25,0.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.31,0.0,0.0,18.02,0.0,0.0,0.0,0.1,1.4100000000000001,0.0,3.31,0.0,0.31,0.2,3.42,3.3,0.0,0.0,0.0,0.0,4.05,6.180000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,0.0,0.51,3.82,0.0,0.2,0.0,0.0,0.0,1.44,0.1,0.31,0.0,0.0,0.0,0.0,0.21,0.0,0.0,1.8599999999999999,9.48,0.0,3.5999999999999996,1.33,0.0,0.31,0.0,0.0,0.0,0.0,0.0,3.62,0.21,0.0,0.0,0.1,4.640000000000001,0.0,5.98,8.07,0.0,0.0,0.0,0.72,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.82
"Krasenkow, Michal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.22,0.11,4.29,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,1.93,0.11,0.0,0.43,13.52,0.0,0.0,0.0,0.0,0.33,0.0,3.7800000000000002,0.0,0.11,0.0,2.46,0.0,0.11,0.0,0.0,0.0,0.11,10.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,1.6099999999999999,0.0,0.0,0.55,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,13.84,0.0,7.61,2.5599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.21,0.53,0.0,0.0,0.0,8.49,0.0,1.8299999999999998,9.36,0.11,0.0,0.0,1.08,0.0,0.11,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.64,1.17
"Bacrot, Etienne",0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6299999999999999,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.61,0.0,0.0,2.9,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.2,6.0600000000000005,0.0,0.0,0.0,0.30000000000000004,4.55,0.0,3.31,0.0,0.0,0.2,1.23,1.7600000000000002,0.62,0.0,0.0,0.0,1.4500000000000002,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.42,0.0,0.62,6.220000000000001,0.0,0.1,0.0,0.0,0.0,2.26,0.52,0.62,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.69,7.5600000000000005,0.1,6.02,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92,0.1,0.0,0.1,0.1,4.87,0.0,12.49,6.54,0.1,0.0,0.0,0.62,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
"Ivkov, Borislav",0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.32999999999999996,0.0,2.94,0.32999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,2.94,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.11,12.2,0.0,0.0,0.0,0.55,2.95,0.0,2.29,0.0,0.0,0.11,2.39,0.11,0.0,0.0,0.0,0.0,1.0899999999999999,12.86,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,1.09,0.0,0.87,3.5,0.11,0.11,0.87,0.0,0.0,0.44,0.22,0.33,0.0,0.11,0.0,0.0,0.0,0.11,0.0,1.31,7.01,0.22,6.32,0.76,0.0,0.0,0.0,0.33,0.0,0.11,0.0,11.12,0.88,0.0,0.0,0.0,2.08,0.0,12.45,1.43,0.0,0.0,0.0,2.18,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.88
"Tal, Mikhail N.",1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,8.22,0.0,0.73,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,9.97,0.0,0.0,0.0,0.52,6.18,0.0,0.51,0.0,0.1,0.4,0.31,0.31,0.0,0.0,0.0,0.1,0.72,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.94,0.0,0.1,0.2,0.0,0.0,1.34,0.2,1.74,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.71,3.38,0.0,2.04,0.0,0.0,0.0,0.0,0.1,0.31,0.0,0.0,20.02,0.2,0.0,0.4,0.0,1.64,0.0,24.96,1.12,0.0,0.0,0.0,1.85,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
"Damljanovic, Branko",0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.21,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,3.59,0.0,2.6399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,26.669999999999998,0.0,0.0,0.0,0.0,1.71,0.0,1.73,0.0,0.21,2.64,1.5,0.22,0.0,0.0,0.0,0.0,7.3,12.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.54,0.0,0.64,1.7,0.22,0.0,0.43,0.0,0.0,0.0,0.33,0.43,0.0,0.0,0.0,0.0,0.0,0.11,0.0,1.72,4.84,0.0,3.1799999999999997,0.54,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.98,1.3800000000000001,0.0,0.31999999999999995,0.0,1.5,0.0,7.39,3.5,0.11,0.0,0.0,0.11,0.0,0.64,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,3.92
"Vachier-Lagrave, Maxime",0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,7.12,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,5.47,0.0,0.0,0.0,0.33,6.84,0.0,1.3900000000000001,0.0,0.11,0.0,1.39,5.7299999999999995,0.0,0.0,0.0,0.0,2.98,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.32,0.97,0.22,0.11,0.0,0.0,0.0,5.32,0.85,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,4.16,0.0,1.06,0.33,0.0,0.11,0.0,0.0,0.0,0.0,0.0,26.669999999999998,0.0,0.0,0.33,0.43,1.91,0.0,17.59,1.61,0.11,0.0,0.0,0.0,0.0,0.22,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74
"Miles, Anthony J.",0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,1.93,0.0,0.0,0.0,0.0,0.0,0.21,0.0,2.65,0.0,0.0,0.96,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,1.19,2.65,0.0,0.11,20.88,0.0,0.0,0.0,0.22,1.74,0.0,1.2799999999999998,0.0,0.74,2.6399999999999997,1.93,0.43,0.53,0.0,0.0,0.0,4.14,8.379999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.21,1.07,0.0,0.31999999999999995,4.25,1.59,0.0,0.63,0.11,0.0,0.0,0.32,1.4900000000000002,0.0,0.22,0.32,0.0,0.0,0.11,0.0,2.25,5.34,0.0,6.58,3.6199999999999997,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.88,0.11,0.0,0.11,0.21,2.43,0.0,2.71,2.36,0.21,0.0,0.0,1.91,0.11,0.75,2.54,0.0,0.0,0.11,0.0,0.22,0.0,0.42,0.0,0.0,0.0,2.44
"Vaganian, Rafael A.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,2.08,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.98,0.0,0.0,0.77,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,23.06,0.0,0.0,0.0,0.0,0.44,0.0,2.18,0.0,0.0,0.0,1.2,0.0,0.11,0.0,0.0,0.0,8.91,11.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.31,0.0,2.39,3.81,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,1.4300000000000002,8.83,0.0,4.9,1.75,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.66,0.0,0.0,0.0,3.27,0.0,0.87,4.79,0.11,0.0,0.0,1.74,0.0,0.77,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.87,5.54
"Naiditsch, Arkadij",0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.41000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.51,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.84,0.0,0.0,0.0,3.1999999999999997,8.87,0.0,0.1,0.0,0.1,0.1,1.25,1.03,0.0,0.0,0.1,0.0,1.43,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.21,0.62,0.0,0.0,0.0,0.0,1.45,0.0,0.0,1.12,0.0,0.1,0.0,0.0,0.0,3.4,1.02,1.55,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.1,0.30000000000000004,0.0,0.1,1.03,0.0,0.1,0.0,0.0,0.0,0.0,0.2,20.12,0.1,0.0,1.3399999999999999,0.2,0.2,0.0,32.37,0.92,0.0,0.0,0.0,0.0,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.31
"Geller, Efim P.",1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,3.46,0.0,0.9099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.1,0.0,0.0,6.17,0.0,0.0,0.0,0.0,6.72,0.0,0.81,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.1,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.5,7.64,0.0,0.0,0.30000000000000004,0.2,0.0,1.53,0.2,3.5799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,6.5,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.78,0.51,0.0,0.5,0.0,2.14,0.1,25.36,2.64,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71
"Bologan, Victor",0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.43,0.0,0.0,0.0,0.0,0.11,0.43,0.0,0.0,6.2,0.0,0.32,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.22,10.69,0.0,0.55,0.0,0.0,0.0,0.22,8.13,0.0,0.0,0.0,0.0,0.11,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.64,0.44,0.0,0.0,0.0,0.11,0.0,2.99,0.86,2.35,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.64,1.51,0.0,2.15,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,15.19,0.0,0.0,1.17,0.0,0.87,0.0,35.89,1.81,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mamedyarov, Shakriyar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.11,1.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,1.09,0.0,0.0,1.1,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.11,0.0,0.0,7.41,0.0,0.0,0.0,0.44,0.66,0.0,4.35,0.0,0.22,0.33,1.6500000000000001,0.99,0.0,0.0,0.0,0.0,0.99,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,2.5,10.99,0.33,0.0,0.33,0.0,0.0,0.44,0.22,0.11,0.0,0.22,0.0,0.0,0.0,0.0,0.0,2.63,19.32,0.11,6.0,1.21,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.77,0.22,0.0,0.11,0.11,6.42,0.0,2.63,8.92,0.0,0.0,0.0,1.1,0.0,0.55,2.07,0.0,0.0,0.0,0.0,0.32999999999999996,0.0,0.22,0.0,0.0,0.33,0.55
"Rozentalis, Eduardas",2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.11,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,13.6,0.0,0.0,0.11,0.0,0.0,0.11,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,1.62,0.8600000000000001,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,1.51,0.0,0.0,0.0,44.910000000000004,0.0,0.0,0.0,0.11,0.0,0.0,1.4000000000000001,0.11,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.11,0.0
"Nikolic, Predrag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.22,4.2,0.0,0.0,0.0,0.0,0.0,0.22,0.33,2.7600000000000002,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.33,5.19,0.0,0.0,0.0,0.0,0.11,0.0,0.99,0.0,0.55,0.0,6.639999999999999,0.22,0.66,0.0,0.0,0.0,2.1,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.11,0.0,0.0,0.22,0.0,6.9799999999999995,1.21,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,3.41,15.01,0.22,12.05,2.87,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.22,0.0,0.0,0.11,0.0,5.74,0.0,0.33,6.84,0.0,0.0,0.0,0.6599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.99
"Caruana, Fabiano",0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,4.25,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.0,0.0,5.46,0.0,0.0,0.0,0.11,7.05,0.0,1.56,0.0,0.0,0.0,1.01,4.5,0.0,0.0,0.0,0.0,0.78,2.1100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.67,0.0,0.56,2.7800000000000002,0.22,0.0,0.22,0.22,0.0,3.71,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,2.66,0.0,0.33,0.44,0.0,0.11,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,1.0,1.35,1.33,0.0,22.740000000000002,3.25,0.0,0.0,0.0,0.33,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11
